{'text': 'when my fellow YouTubers need help they', 'start': 0.04, 'duration': 4.719}
{'text': "Devil's play thing and all that gone", 'start': 201.64, 'duration': 5.159}
{'text': 'with 16 gigs of ddr4 from crucial ESD', 'start': 203.28, 'duration': 5.519}
{'text': 'protected or something am I not going to', 'start': 206.799, 'duration': 5.041}
{'text': "break it I wouldn't guarantee that yeah", 'start': 208.799, 'duration': 5.121}
{'text': 'should I test to see if it is prot no no', 'start': 211.84, 'duration': 3.56}
{'text': 'no no', 'start': 213.92, 'duration': 4.44}
{'text': 'oh personally I like to have the mouse', 'start': 215.4, 'duration': 5.559}
{'text': "on the right and so I don't like to have", 'start': 218.36, 'duration': 5.92}
{'text': 'my usba on the ow ow damn that really', 'start': 220.959, 'duration': 6.721}
{'text': 'hurts stop dropping my stuff okay ow', 'start': 224.28, 'duration': 8.36}
{'text': "okay I'm turning it on I'm turning it on", 'start': 227.68, 'duration': 6.919}
{'text': 'uhoh power adapter give me the power', 'start': 232.64, 'duration': 5.4}
{'text': 'adapter I had nothing to do with that', 'start': 234.599, 'duration': 5.881}
{'text': 'yay go ahead hit him', 'start': 238.04, 'duration': 4.88}
{'text': "just just eight that's all all it took", 'start': 240.48, 'duration': 5.28}
{'text': 'ow ow damn', 'start': 242.92, 'duration': 2.84}
{'text': "ow well that's really intense oh let let", 'start': 247.84, 'duration': 5.8}
{'text': 'me see how it feels on the', 'start': 251.159, 'duration': 5.961}
{'text': 'neck what the hell that I told', 'start': 253.64, 'duration': 6.48}
{'text': "you no one should buy this thing I'm", 'start': 257.12, 'duration': 5.2}
{'text': 'fine with you know consenting adults', 'start': 260.12, 'duration': 3.6}
{'text': 'playing around with this but putting', 'start': 262.32, 'duration': 4.36}
{'text': 'this on a dog not cool your neck is red', 'start': 263.72, 'duration': 5.12}
{'text': 'yeah because he hit it like four times', 'start': 266.68, 'duration': 4.959}
{'text': "yeah what these is red too so it's okay", 'start': 268.84, 'duration': 4.32}
{'text': "that was very fun and I'm not upset at", 'start': 271.639, 'duration': 4.361}
{'text': "all incidentally Elijah I've got a few", 'start': 273.16, 'duration': 4.96}
{'text': "tasks for you they're not going to be a", 'start': 276.0, 'duration': 4.039}
{'text': 'lot of fun okay can you figure out the', 'start': 278.12, 'duration': 4.12}
{'text': 'monitor mounts yep you can put together', 'start': 280.039, 'duration': 4.361}
{'text': 'the chair yep and uh can you figure out', 'start': 282.24, 'duration': 3.679}
{'text': "the TV wall mount I don't want to mount", 'start': 284.4, 'duration': 4.799}
{'text': "a TV that'd be great thanks yes sir and", 'start': 285.919, 'duration': 6.441}
{'text': 'take care I always try meanwhile a wild', 'start': 289.199, 'duration': 5.801}
{'text': 'Jake appears hi I see we are fixing up', 'start': 292.36, 'duration': 4.8}
{'text': 'the networking we got a Poe switch', 'start': 295.0, 'duration': 3.96}
{'text': "that's that's not a Poe switch oh no", 'start': 297.16, 'duration': 3.599}
{'text': 'this is that 10 this is the 10 gig one', 'start': 298.96, 'duration': 3.36}
{'text': 'does he need a 10 gig switch for for the', 'start': 300.759, 'duration': 4.88}
{'text': "nas so that'll live in his office oh and", 'start': 302.32, 'duration': 5.04}
{'text': 'then the network closets are going to', 'start': 305.639, 'duration': 4.4}
{'text': 'get a Poe switch and some access points', 'start': 307.36, 'duration': 3.96}
{'text': "yeah I'm trying to figure out what makes", 'start': 310.039, 'duration': 2.921}
{'text': 'the most sense he has a lot of cables in', 'start': 311.32, 'duration': 3.719}
{'text': 'there right now and I have like the', 'start': 312.96, 'duration': 4.28}
{'text': 'exact amount I need probably these', 'start': 315.039, 'duration': 3.321}
{'text': 'things are sick have you seen these', 'start': 317.24, 'duration': 2.679}
{'text': 'before no what is this this is a U6', 'start': 318.36, 'duration': 5.2}
{'text': "inwall Enterprise it's a 2.5 gig Wi-Fi", 'start': 319.919, 'duration': 6.801}
{'text': '6E access point but it also has a switch', 'start': 323.56, 'duration': 4.759}
{'text': "on the bottom that's so cool and the", 'start': 326.72, 'duration': 3.64}
{'text': "switch also has Poe pass we don't need", 'start': 328.319, 'duration': 4.081}
{'text': 'that but these are like the best thing', 'start': 330.36, 'duration': 4.48}
{'text': 'ever for behind a TV not that we would', 'start': 332.4, 'duration': 3.96}
{'text': 'normally recommend putting an access', 'start': 334.84, 'duration': 4.4}
{'text': 'point behind a large metal object', 'start': 336.36, 'duration': 5.52}
{'text': "necessarily but if it's kind of nearby", 'start': 339.24, 'duration': 4.44}
{'text': "or if it's only serving a very small", 'start': 341.88, 'duration': 3.96}
{'text': "area it's a super clean way to install I", 'start': 343.68, 'duration': 3.239}
{'text': "have them behind my TVs and they're", 'start': 345.84, 'duration': 1.919}
{'text': 'totally', 'start': 346.919, 'duration': 3.72}
{'text': 'fine meanwhile medy have you ever built', 'start': 347.759, 'duration': 6.401}
{'text': 'a computer before nope broken computers', 'start': 350.639, 'duration': 5.921}
{'text': 'before you are going to build a computer', 'start': 354.16, 'duration': 4.56}
{'text': 'usually you start with the motherboard', 'start': 356.56, 'duration': 3.479}
{'text': 'uh is that the motherboard', 'start': 358.72, 'duration': 3.4}
{'text': 'absolutely this is going to be for your', 'start': 360.039, 'duration': 4.241}
{'text': 'Nas origin sponsored this video so they', 'start': 362.12, 'duration': 5.44}
{'text': 'sent over a sick gaming editing PC you', 'start': 364.28, 'duration': 4.56}
{'text': "don't have to worry about any of that", 'start': 367.56, 'duration': 2.8}
{'text': "you're doing great so far do you need", 'start': 368.84, 'duration': 4.88}
{'text': 'some guy smells new valve just issued a', 'start': 370.36, 'duration': 6.119}
{'text': 'warning about this and I was like who', 'start': 373.72, 'duration': 5.12}
{'text': 'would who needs this warning about what', 'start': 376.479, 'duration': 4.641}
{'text': 'smelling the board yes I always smell my', 'start': 378.84, 'duration': 4.919}
{'text': 'board smelling the exhaust of their', 'start': 381.12, 'duration': 4.44}
{'text': "devices that's how you know if your", 'start': 383.759, 'duration': 4.241}
{'text': 'board is broken or not right out of the', 'start': 385.56, 'duration': 4.24}
{'text': 'gate this is a little bit of a hard mode', 'start': 388.0, 'duration': 4.4}
{'text': 'build because this very unusual', 'start': 389.8, 'duration': 5.839}
{'text': 'motherboard from ASRock rack has an am4', 'start': 392.4, 'duration': 6.199}
{'text': "socket for the CPU so that's for AMD but", 'start': 395.639, 'duration': 5.801}
{'text': 'it comes with a back plate and a cooler', 'start': 398.599, 'duration': 5.521}
{'text': 'mounting pattern that would be for Intel', 'start': 401.44, 'duration': 4.08}
{'text': 'so in order to get a cooler on this', 'start': 404.12, 'duration': 3.32}
{'text': 'thing Jake had to pry this back plate', 'start': 405.52, 'duration': 3.6}
{'text': 'off which was glued thank you very much', 'start': 407.44, 'duration': 4.0}
{'text': 'ASRock rack and he knocked off this', 'start': 409.12, 'duration': 7.079}
{'text': 'resistor what I want a refund', 'start': 411.44, 'duration': 6.52}
{'text': 'sure thank', 'start': 416.199, 'duration': 3.921}
{'text': 'you traditional the first thing we', 'start': 417.96, 'duration': 4.32}
{'text': "install is a CPU what is this oh that's", 'start': 420.12, 'duration': 4.0}
{'text': "a fan that's the cooler but remember", 'start': 422.28, 'duration': 4.56}
{'text': "this doesn't fit on here", 'start': 424.12, 'duration': 5.919}
{'text': 'because Intel mounting okay I need to', 'start': 426.84, 'duration': 5.16}
{'text': "supervise what's going on here these", 'start': 430.039, 'duration': 3.16}
{'text': "pins don't touch", 'start': 432.0, 'duration': 4.44}
{'text': "it where's the gold there's a gold Tri", 'start': 433.199, 'duration': 5.84}
{'text': 'oh there this is yes and that goes with', 'start': 436.44, 'duration': 4.52}
{'text': 'the triangle but you got to lift up the', 'start': 439.039, 'duration': 5.0}
{'text': 'arm first oh lift up the arm first yeah', 'start': 440.96, 'duration': 6.56}
{'text': 'yeah okay arm goes down computer belt', 'start': 444.039, 'duration': 5.44}
{'text': 'this is a really special SSD that uses', 'start': 447.52, 'duration': 4.56}
{'text': "what's called optane which is a really", 'start': 449.479, 'duration': 5.521}
{'text': "high endurance kind of storage it's kind", 'start': 452.08, 'duration': 6.839}
{'text': 'of in between storage and Ram uh and you', 'start': 455.0, 'duration': 7.12}
{'text': "go faster that's good you are not", 'start': 458.919, 'duration': 5.921}
{'text': 'putting in a screw with your hand no you', 'start': 462.12, 'duration': 4.88}
{'text': 'have what is in my humble opinion the', 'start': 464.84, 'duration': 4.44}
{'text': "world's finest ratcheting magnetic", 'start': 467.0, 'duration': 4.72}
{'text': 'screwdriver there you', 'start': 469.28, 'duration': 4.759}
{'text': 'go this is a really cool case from', 'start': 471.72, 'duration': 5.4}
{'text': "John's B it's the N3 it's super small I", 'start': 474.039, 'duration': 6.081}
{'text': 'think it looks flipping awesome and it', 'start': 477.12, 'duration': 3.799}
{'text': 'can', 'start': 480.12, 'duration': 3.24}
{'text': 'fit up to eight hard drives in the', 'start': 480.919, 'duration': 4.161}
{'text': "default configurations you're doing", 'start': 483.36, 'duration': 4.76}
{'text': "awesome well I'm an electrical", 'start': 485.08, 'duration': 7.28}
{'text': 'engineer I can do anything oh crap we', 'start': 488.12, 'duration': 6.0}
{'text': "haven't actually put the cooler on yet", 'start': 492.36, 'duration': 2.959}
{'text': 'wait you guys are using our cable', 'start': 494.12, 'duration': 2.919}
{'text': "management stuff right yep that's the", 'start': 495.319, 'duration': 4.241}
{'text': 'goal okay good cuz we have new cable', 'start': 497.039, 'duration': 4.88}
{'text': 'management products that are have been', 'start': 499.56, 'duration': 5.4}
{'text': 'awesome this guy right here onto this', 'start': 501.919, 'duration': 4.96}
{'text': 'header right there okay okay first', 'start': 504.96, 'duration': 3.519}
{'text': 'thermal compound though okay hold on wo', 'start': 506.879, 'duration': 3.121}
{'text': "wo okay that's Lots can't believe you've", 'start': 508.479, 'duration': 3.321}
{'text': 'never built a computer before this is so', 'start': 510.0, 'duration': 5.08}
{'text': "fun well I'm having fun still not", 'start': 511.8, 'duration': 5.599}
{'text': 'in how tight do I make it I just keep', 'start': 515.08, 'duration': 4.199}
{'text': 'going just keep going something breaks', 'start': 517.399, 'duration': 4.401}
{'text': 'wait hold on it looks like this hold', 'start': 519.279, 'duration': 5.24}
{'text': 'down is bent I just eyeballed it you did', 'start': 521.8, 'duration': 4.84}
{'text': "great don't worry about it it's all okay", 'start': 524.519, 'duration': 3.561}
{'text': 'well this is bent but that was probably', 'start': 526.64, 'duration': 3.12}
{'text': "from you I'm sorry I mean I don't think", 'start': 528.08, 'duration': 3.28}
{'text': "it was there before I mean it's your", 'start': 529.76, 'duration': 2.759}
{'text': 'computer you can do whatever you want', 'start': 531.36, 'duration': 5.56}
{'text': "hit it fix it that's okay there you go", 'start': 532.519, 'duration': 6.721}
{'text': 'like new normally you would just do this', 'start': 536.92, 'duration': 4.12}
{'text': 'up the whole way but because of the', 'start': 539.24, 'duration': 3.76}
{'text': 'weird janky mounting mechanism on this', 'start': 541.04, 'duration': 3.52}
{'text': "motherboard we're not going to do that", 'start': 543.0, 'duration': 3.64}
{'text': "and if we overtighten this we're going", 'start': 544.56, 'duration': 5.68}
{'text': 'to flex the bottom of the socket down', 'start': 546.64, 'duration': 5.8}
{'text': 'potentially deforming or breaking those', 'start': 550.24, 'duration': 4.24}
{'text': 'traces I have personally killed', 'start': 552.44, 'duration': 4.36}
{'text': 'motherboards like this that have sort of', 'start': 554.48, 'duration': 4.799}
{'text': 'weird mounting mechanisms not realizing', 'start': 556.8, 'duration': 5.159}
{'text': 'that it was being overtightened because', 'start': 559.279, 'duration': 4.281}
{'text': "that's not typically how it works this", 'start': 561.959, 'duration': 3.201}
{'text': "is a pretty cool board it'll take up to", 'start': 563.56, 'duration': 4.519}
{'text': 'two 110 mm M do2s so you can get some', 'start': 565.16, 'duration': 4.64}
{'text': 'higher capacity or high performance ones', 'start': 568.079, 'duration': 2.76}
{'text': 'that are a little longer than the', 'start': 569.8, 'duration': 3.92}
{'text': "standard 80 mil and while it doesn't", 'start': 570.839, 'duration': 5.281}
{'text': 'have an onboard pcie switch that allows', 'start': 573.72, 'duration': 4.6}
{'text': 'you to just use it in any slot you want', 'start': 576.12, 'duration': 3.64}
{'text': 'this one requires a motherboard that', 'start': 578.32, 'duration': 3.36}
{'text': 'supports bifurcation they do have one', 'start': 579.76, 'duration': 3.68}
{'text': 'like that as well so appreciate you', 'start': 581.68, 'duration': 4.839}
{'text': 'startech thanks for sending this', 'start': 583.44, 'duration': 3.079}
{'text': "over now that that's done it seems like", 'start': 588.48, 'duration': 4.44}
{'text': 'this is a perfect opportunity to show', 'start': 591.399, 'duration': 4.161}
{'text': 'you the system that origin PC sent over', 'start': 592.92, 'duration': 6.039}
{'text': "it's really light check it out oh my God", 'start': 595.56, 'duration': 5.44}
{'text': 'what', 'start': 598.959, 'duration': 3.801}
{'text': 'okay what did they put in there yeah no', 'start': 601.0, 'duration': 3.76}
{'text': "it's fine here here we'll just we'll", 'start': 602.76, 'duration': 3.96}
{'text': "just rest it here on this side we're", 'start': 604.76, 'duration': 6.04}
{'text': "looking at uh 14900 K so that's a 24", 'start': 606.72, 'duration': 7.88}
{'text': "core processor we've got 32 gigs of ddr5", 'start': 610.8, 'duration': 5.84}
{'text': 'memory an RTX', 'start': 614.6, 'duration': 5.28}
{'text': '490 so this is as powerful as it gets', 'start': 616.64, 'duration': 5.16}
{'text': "whether you're video editing or do you", 'start': 619.88, 'duration': 4.68}
{'text': 'play games at all not really well I I', 'start': 621.8, 'duration': 5.44}
{'text': 'play tatri like I said Corsair kitted', 'start': 624.56, 'duration': 4.2}
{'text': 'this thing out with a whole bunch of', 'start': 627.24, 'duration': 4.52}
{'text': 'their IQ link RGB no no this is just the', 'start': 628.76, 'duration': 5.28}
{'text': 'beginning just just just just just just', 'start': 631.76, 'duration': 3.56}
{'text': 'wait for it wait for it things are going', 'start': 634.04, 'duration': 3.039}
{'text': 'to get it has its own display yeah', 'start': 635.32, 'duration': 3.56}
{'text': 'things are going to get crazy in here', 'start': 637.079, 'duration': 4.56}
{'text': 'what happens if I open this tab here H', 'start': 638.88, 'duration': 5.48}
{'text': "don't please I can drain from no I will", 'start': 641.639, 'duration': 5.121}
{'text': 'drain the system all this stuff links up', 'start': 644.36, 'duration': 4.0}
{'text': 'together with dramatically simplified', 'start': 646.76, 'duration': 3.24}
{'text': 'cabling compared to previous RGB', 'start': 648.36, 'duration': 3.719}
{'text': 'Solutions and that was a big thing that', 'start': 650.0, 'duration': 3.88}
{'text': 'corer and origin PC wanted us to talk', 'start': 652.079, 'duration': 4.121}
{'text': 'about because it is simpler than ever to', 'start': 653.88, 'duration': 4.04}
{'text': 'wire up a system like this in the past', 'start': 656.2, 'duration': 3.56}
{'text': 'you would have had to be an electrical', 'start': 657.92, 'duration': 3.84}
{'text': 'engineer to set up some of the RGB', 'start': 659.76, 'duration': 3.56}
{'text': "setups that I've seen in the past but", 'start': 661.76, 'duration': 3.28}
{'text': 'this is relatively straightforward like', 'start': 663.32, 'duration': 4.28}
{'text': 'the fans for example just clip in', 'start': 665.04, 'duration': 4.44}
{'text': 'together and then you just plug in the', 'start': 667.6, 'duration': 4.12}
{'text': 'one end and all the RGB signaling and', 'start': 669.48, 'duration': 4.919}
{'text': 'power just runs through that click-in', 'start': 671.72, 'duration': 4.799}
{'text': 'connector can you play Tetris on that', 'start': 674.399, 'duration': 4.68}
{'text': "thing someone's probably done it but I", 'start': 676.519, 'duration': 4.921}
{'text': "don't think it's supported by default as", 'start': 679.079, 'duration': 4.041}
{'text': 'weird as it is to put a unibrow on the', 'start': 681.44, 'duration': 4.24}
{'text': 'CPU Cooler origin PC is giving you a', 'start': 683.12, 'duration': 5.24}
{'text': "chance to do the exact same thing that's", 'start': 685.68, 'duration': 5.2}
{'text': 'right you can win the PC we gave Electro', 'start': 688.36, 'duration': 5.24}
{'text': 'boom including that core I 914 900k and', 'start': 690.88, 'duration': 5.44}
{'text': 'an RTX 490 all you need to do is follow', 'start': 693.6, 'duration': 4.679}
{'text': 'the link on your screen or head to the', 'start': 696.32, 'duration': 3.4}
{'text': 'first link in the description for your', 'start': 698.279, 'duration': 3.041}
{'text': "chance to win then you'll be able to put", 'start': 699.72, 'duration': 3.6}
{'text': 'whatever you want on the CPU Cooler', 'start': 701.32, 'duration': 4.68}
{'text': 'screen thanks again origin PC now back', 'start': 703.32, 'duration': 4.759}
{'text': 'to the video I think we need to answer a', 'start': 706.0, 'duration': 3.76}
{'text': 'lot of questions about where things go', 'start': 708.079, 'duration': 4.521}
{'text': 'before we go any further I had a plan', 'start': 709.76, 'duration': 5.84}
{'text': "before you came but now there's no room", 'start': 712.6, 'duration': 5.4}
{'text': 'for anything can be mounted on a ceiling', 'start': 715.6, 'duration': 3.64}
{'text': 'or something what do you me you even', 'start': 718.0, 'duration': 3.68}
{'text': 'building what is that looks like a', 'start': 719.24, 'duration': 4.88}
{'text': "decapitated drill which one that that's", 'start': 721.68, 'duration': 4.08}
{'text': 'a time bomb I made it for one of my', 'start': 724.12, 'duration': 3.56}
{'text': "videos I guess it's an improvement from", 'start': 725.76, 'duration': 3.68}
{'text': 'your projects where it just blows up', 'start': 727.68, 'duration': 3.92}
{'text': 'without a timer yeah at least you can', 'start': 729.44, 'duration': 3.8}
{'text': 'anticipate on the', 'start': 731.6, 'duration': 4.16}
{'text': 'voltage maybe we need to move them some', 'start': 733.24, 'duration': 5.76}
{'text': 'things out before we bring anything in', 'start': 735.76, 'duration': 5.28}
{'text': "about that's a good idea yes hey lonus", 'start': 739.0, 'duration': 3.199}
{'text': "if you think it's too much stuff do you", 'start': 741.04, 'duration': 2.52}
{'text': 'want to challenge him to a game so he', 'start': 742.199, 'duration': 3.241}
{'text': "doesn't have to keep it all two colors", 'start': 743.56, 'duration': 3.519}
{'text': 'you guys will choose randomly which one', 'start': 745.44, 'duration': 3.32}
{'text': "you're going to have mhm I'm going to", 'start': 747.079, 'duration': 4.401}
{'text': "hit the button that's the game that's", 'start': 748.76, 'duration': 4.84}
{'text': 'not a game yes it is and we are going to', 'start': 751.48, 'duration': 4.24}
{'text': 'put it on the lower settings so are you', 'start': 753.6, 'duration': 5.4}
{'text': 'sure yeah okay wait no shoot ah crap no', 'start': 755.72, 'duration': 5.679}
{'text': "I I just lost the game all righty we're", 'start': 759.0, 'duration': 7.24}
{'text': 'starting with 10 what 10 no no', 'start': 761.399, 'duration': 8.761}
{'text': 'no thank God all right one one round', 'start': 766.24, 'duration': 6.48}
{'text': 'give me the callers back oh we which one', 'start': 770.16, 'duration': 4.2}
{'text': "you guys want you guys can argue I'm", 'start': 772.72, 'duration': 2.76}
{'text': "letting him pick this time doesn't", 'start': 774.36, 'duration': 3.0}
{'text': 'matter here you go all right hold it on', 'start': 775.48, 'duration': 4.68}
{'text': "right it's on okay but no but we each", 'start': 777.36, 'duration': 5.039}
{'text': "hold each other's oh do we sure yeah", 'start': 780.16, 'duration': 3.799}
{'text': "that way you won't hold back are you", 'start': 782.399, 'duration': 3.961}
{'text': "sure you want to do 10 yeah we'll do 10", 'start': 783.959, 'duration': 6.12}
{'text': "three two a dang it it's me again ow", 'start': 786.36, 'duration': 6.24}
{'text': "thank God it wasn't me do you want to do", 'start': 790.079, 'duration': 3.921}
{'text': "you want to do three of five I mean I'm", 'start': 792.6, 'duration': 4.08}
{'text': 'losing so I guess so I can still win', 'start': 794.0, 'duration': 4.079}
{'text': "this and then I don't have to give them", 'start': 796.68, 'duration': 2.64}
{'text': "all the stuff and then you don't have to", 'start': 798.079, 'duration': 2.841}
{'text': "set up all the stuff I'm just trying to", 'start': 799.32, 'duration': 3.92}
{'text': "say that maybe there's an incentive for", 'start': 800.92, 'duration': 5.719}
{'text': 'you no', 'start': 803.24, 'duration': 3.399}
{'text': 'three ow my NE muscles I can still win', 'start': 806.88, 'duration': 5.959}
{'text': 'this which one do you guys want oh', 'start': 811.56, 'duration': 2.12}
{'text': "you're just going to take the one in", 'start': 812.839, 'duration': 2.601}
{'text': 'that hand I mean do you guys want to', 'start': 813.68, 'duration': 4.08}
{'text': "switch statistically it's like better to", 'start': 815.44, 'duration': 3.88}
{'text': "switch or something right that's only if", 'start': 817.76, 'duration': 3.519}
{'text': "that's the three-o parag yes right", 'start': 819.32, 'duration': 3.84}
{'text': "that's what they want you to believe", 'start': 821.279, 'duration': 4.92}
{'text': 'okay all right okay oh my God please', 'start': 823.16, 'duration': 6.6}
{'text': "don't go a dang it I lose I give up I", 'start': 826.199, 'duration': 6.56}
{'text': 'yield I yield take as much stuff as you', 'start': 829.76, 'duration': 5.759}
{'text': 'want this thing is so cool but it has no', 'start': 832.759, 'duration': 4.361}
{'text': 'way to mount it I mean maybe I maybe it', 'start': 835.519, 'duration': 3.481}
{'text': "does I didn't read the manual but um", 'start': 837.12, 'duration': 4.56}
{'text': 'yeah oh LT Cable Management things and', 'start': 839.0, 'duration': 3.8}
{'text': "then we'll just put these little plates", 'start': 841.68, 'duration': 3.12}
{'text': 'in the thing and when you want to take', 'start': 842.8, 'duration': 4.399}
{'text': 'this off if you have something bigger', 'start': 844.8, 'duration': 4.76}
{'text': "that it'll fit on this ended up being a", 'start': 847.199, 'duration': 3.56}
{'text': 'little on the short side so this is more', 'start': 849.56, 'duration': 2.76}
{'text': 'for power bricks this is the one you', 'start': 850.759, 'duration': 3.52}
